id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
750916,42,management,married,tertiary,no,616,no,no,unknown,12,jun,686,2,-1,0,unknown
750917,43,technician,married,secondary,no,33,yes,no,unknown,27,may,82,2,-1,0,unknown
750918,60,management,married,tertiary,no,3401,no,no,cellular,2,jun,97,1,385,1,failure
750919,31,blue-collar,married,primary,no,1174,yes,no,cellular,21,nov,508,1,-1,0,unknown
750920,41,unknown,married,secondary,no,1316,no,no,cellular,6,aug,113,2,-1,0,unknown
750921,29,technician,single,secondary,no,-15,no,no,cellular,31,jul,136,4,-1,0,unknown
750922,50,unemployed,married,secondary,no,5164,yes,no,unknown,2,jun,117,3,-1,0,unknown
750923,47,self-employed,divorced,tertiary,no,1456,no,no,unknown,12,jun,69,2,-1,0,unknown
750924,34,management,married,tertiary,no,456,yes,no,cellular,19,aug,119,4,-1,0,unknown
750925,57,blue-collar,married,secondary,no,1480,yes,no,unknown,20,jun,16,5,-1,0,unknown
750926,45,admin.,divorced,secondary,no,-249,yes,no,cellular,11,jul,92,2,-1,0,unknown
750927,52,management,married,tertiary,no,563,no,yes,cellular,2,feb,88,1,-1,0,unknown
750928,31,technician,married,secondary,yes,-172,no,yes,cellular,18,nov,89,2,-1,0,unknown
750929,24,blue-collar,single,secondary,no,944,yes,no,cellular,18,feb,472,2,92,1,success
750930,30,technician,single,secondary,no,2196,no,no,cellular,30,jan,479,2,-1,0,unknown
750931,51,technician,married,primary,no,853,yes,no,cellular,2,feb,142,2,-1,0,unknown
750932,41,management,married,tertiary,no,728,no,no,cellular,30,apr,447,1,-1,0,unknown
750933,53,services,married,secondary,no,-867,yes,no,unknown,27,may,162,3,-1,0,unknown
750934,40,management,married,tertiary,no,5956,yes,no,cellular,21,jul,551,4,-1,0,unknown
750935,36,self-employed,divorced,tertiary,no,4861,no,no,unknown,9,jun,133,1,-1,0,unknown
750936,36,management,married,tertiary,no,7,yes,yes,cellular,9,feb,18,8,-1,0,unknown
750937,37,management,married,tertiary,no,2693,yes,no,unknown,21,may,393,1,-1,0,unknown
750938,46,blue-collar,married,primary,no,1203,yes,no,cellular,7,apr,514,1,-1,0,unknown
750939,34,services,single,secondary,no,-185,no,no,cellular,8,jul,191,1,-1,0,unknown
750940,39,blue-collar,married,primary,no,43,yes,no,unknown,30,may,489,2,-1,0,unknown
750941,48,services,married,secondary,no,0,yes,no,cellular,19,nov,198,1,-1,0,unknown
750942,51,retired,divorced,tertiary,no,1,no,yes,cellular,28,jul,535,3,-1,0,unknown
750943,36,admin.,divorced,secondary,yes,-107,yes,no,cellular,6,may,108,2,345,1,failure
750944,30,services,single,secondary,no,983,yes,no,unknown,27,may,135,1,-1,0,unknown
750945,56,retired,married,secondary,no,1046,no,no,cellular,27,aug,73,7,-1,0,unknown
750946,54,admin.,single,secondary,no,1299,no,yes,cellular,16,jul,104,2,-1,0,unknown
750947,33,blue-collar,married,primary,no,2598,no,no,cellular,21,nov,116,1,-1,0,unknown
750948,31,admin.,single,tertiary,no,471,yes,yes,unknown,23,may,185,1,-1,0,unknown
750949,48,blue-collar,married,primary,no,1558,yes,no,cellular,4,feb,87,1,-1,0,unknown
750950,28,student,single,secondary,no,2540,no,no,cellular,15,may,157,2,-1,0,unknown
750951,34,services,single,secondary,no,-158,yes,no,cellular,2,feb,147,1,-1,0,unknown
750952,48,blue-collar,married,secondary,yes,29,yes,no,unknown,11,jun,863,10,-1,0,unknown
750953,48,management,married,unknown,no,602,no,no,unknown,17,jun,87,2,-1,0,unknown
750954,33,technician,married,tertiary,no,1059,no,no,cellular,13,aug,99,2,-1,0,unknown
750955,54,management,married,tertiary,no,8304,no,no,cellular,8,aug,105,2,-1,0,unknown
750956,42,management,married,tertiary,no,-70,yes,no,unknown,2,jun,95,1,-1,0,unknown
750957,35,blue-collar,married,secondary,no,790,yes,no,cellular,20,apr,633,3,-1,0,unknown
750958,44,services,married,secondary,no,23,yes,no,unknown,15,may,160,2,-1,0,unknown
750959,54,blue-collar,married,secondary,no,854,no,yes,unknown,11,jun,1117,1,-1,0,unknown
750960,35,management,single,tertiary,no,50,no,no,cellular,7,may,76,2,-1,0,unknown
750961,58,retired,married,tertiary,no,1336,no,no,unknown,5,jun,579,3,-1,0,unknown
750962,58,management,married,tertiary,no,0,no,no,cellular,19,aug,105,4,-1,0,unknown
750963,32,technician,married,tertiary,no,3820,no,no,cellular,2,mar,101,1,-1,0,unknown
750964,48,technician,divorced,secondary,no,635,no,no,unknown,18,jun,7,1,-1,0,unknown
750965,34,blue-collar,single,primary,no,61,yes,no,unknown,5,may,708,5,-1,0,unknown
750966,35,blue-collar,married,primary,no,804,no,no,unknown,9,jun,937,1,-1,0,unknown
750967,34,management,single,tertiary,no,431,no,no,telephone,21,oct,767,2,95,3,success
750968,36,management,married,tertiary,no,2835,yes,no,cellular,19,nov,136,1,-1,0,unknown
750969,45,technician,married,secondary,no,0,no,no,cellular,29,jan,132,1,-1,0,unknown
750970,41,management,married,tertiary,no,3382,yes,no,cellular,29,jan,767,1,-1,0,unknown
750971,31,management,married,tertiary,no,597,no,no,telephone,28,aug,30,18,-1,0,unknown
750972,38,technician,married,secondary,no,557,yes,yes,unknown,3,jun,1012,1,-1,0,unknown
750973,43,technician,married,secondary,no,863,no,yes,telephone,28,aug,8,13,-1,0,unknown
750974,60,blue-collar,married,secondary,no,949,yes,no,unknown,15,may,639,2,-1,0,unknown
750975,48,management,married,tertiary,no,0,no,no,cellular,11,sep,327,1,-1,0,unknown
750976,26,admin.,single,secondary,no,-246,no,yes,cellular,29,jan,526,1,196,1,failure
750977,37,technician,married,secondary,no,782,yes,no,unknown,5,may,126,1,-1,0,unknown
750978,31,blue-collar,married,secondary,no,1096,yes,yes,cellular,6,may,459,1,344,1,failure
750979,35,technician,divorced,secondary,no,1498,yes,yes,cellular,7,may,603,2,-1,0,unknown
750980,52,technician,married,secondary,no,-3,no,yes,cellular,29,aug,102,2,-1,0,unknown
750981,41,technician,divorced,secondary,no,459,no,no,cellular,19,nov,68,1,-1,0,unknown
750982,39,blue-collar,married,secondary,no,-112,no,no,unknown,18,jun,394,2,-1,0,unknown
750983,30,management,married,tertiary,no,498,no,no,cellular,19,nov,132,1,-1,0,unknown
750984,40,admin.,married,secondary,no,-152,no,no,unknown,6,jun,100,5,-1,0,unknown
750985,42,blue-collar,married,secondary,no,1261,yes,no,unknown,8,may,74,2,-1,0,unknown
750986,39,blue-collar,married,primary,no,765,yes,no,unknown,11,jun,73,2,-1,0,unknown
750987,32,blue-collar,married,secondary,no,3173,no,no,cellular,20,nov,124,2,178,1,other
750988,48,blue-collar,married,primary,no,1037,no,no,cellular,22,aug,249,4,-1,0,unknown
750989,36,services,divorced,unknown,no,795,yes,no,unknown,29,may,193,4,-1,0,unknown
750990,37,management,married,tertiary,no,2489,yes,no,cellular,21,oct,563,1,-1,0,unknown
750991,53,blue-collar,divorced,primary,no,4401,no,no,cellular,24,sep,251,4,92,4,success
750992,54,management,married,tertiary,no,0,yes,no,cellular,17,nov,108,1,-1,0,unknown
750993,44,blue-collar,married,primary,no,4039,no,no,telephone,4,may,62,1,176,2,failure
750994,35,technician,divorced,secondary,no,854,no,no,cellular,13,aug,595,5,-1,0,unknown
750995,65,retired,married,tertiary,no,3743,no,no,cellular,12,feb,469,1,185,2,success
750996,36,management,married,secondary,no,1005,no,no,unknown,9,jun,93,2,-1,0,unknown
750997,33,management,married,tertiary,no,924,yes,no,unknown,29,may,882,4,-1,0,unknown
750998,30,management,married,tertiary,no,34,no,no,unknown,4,jul,596,2,-1,0,unknown
750999,38,admin.,single,primary,no,1123,yes,no,unknown,12,may,166,2,-1,0,unknown
751000,52,technician,married,secondary,no,4,no,no,unknown,17,jun,97,1,-1,0,unknown
751001,68,retired,single,tertiary,no,1443,no,no,cellular,18,feb,225,1,-1,0,unknown
751002,45,technician,divorced,secondary,no,1738,no,yes,cellular,17,nov,108,1,-1,0,unknown
751003,50,technician,married,tertiary,no,46,no,no,cellular,25,aug,103,6,-1,0,unknown
751004,31,blue-collar,married,unknown,no,-11,yes,no,cellular,31,jul,10,33,-1,0,unknown
751005,47,admin.,married,secondary,no,1230,no,no,cellular,11,aug,90,5,-1,0,unknown
751006,52,services,married,secondary,no,891,no,no,cellular,28,jul,270,1,-1,0,unknown
751007,59,entrepreneur,married,tertiary,no,-898,yes,no,cellular,28,jan,99,1,-1,0,unknown
